CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U00501RJ2006PTC022368,SABOO DAMODAR ROPEWAYS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-04-06,Rajasthan,500000,400000,501,Unclassified,"L-5, B-11, KRISHNA MARG,C-SCHEME, JAIPUR C-SCHEME, JAIPUR , Unclassified RJ 000000",RoC-Jaipur,account@suryasalt.com,31-03-20,31-03-20
U00660RJ2005PTC071285,RAGHUNANDAN INSURANCE BROKERS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-08-05,Rajasthan,8000000,7600000,660,Unclassified,"Near Bus Stand Kothi Dholpur , Dholpur Unclassified RJ 328001",RoC-Jaipur,ribpl@rmoneyindia.com,31-03-20,31-03-20
U00896RJ2006PTC022367,WELKIN SOLVENT PRINTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-04-06,Rajasthan,1000000,1000000,896,Unclassified,"J-4, IST FLOOR, SUBHASH MARG,C-SCHEME, JAIPUR 302001 JAIPUR 302001 , Unclassified RJ 000000",RoC-Jaipur,mannat03@gmail.com,31-03-15,31-03-15
U01100RJ1982PTC002404,ALP SHIV IMPEX PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-02-82,Rajasthan,1000000,510000,1100,"Agriculture, hunting and related service activities","H-15, JAGAN PATH, CHOMU HOUSE, C-SCHEME, JAIPUR , Unclassified RJ 302001",RoC-Jaipur,SGA_GUPTA@YAHOO.COM,31-03-20,31-03-20
U01100RJ1985PLC003363,SUPRIYA PHARMACEUTICALS LIMITED,Active,Public,Company limited by Shares,Non-govt company,24-07-85,Rajasthan,100000000,49200000,1100,"Agriculture, hunting and related service activities","KHESRA NO 238/13 AMBIT EDUCATION LLP GRAM THADA, TEHSIL TIZARA BHIWADI , Alwar Unclassified RJ 301019",RoC-Jaipur,spl1985@yahoo.com,31-03-19,31-03-19
U01100RJ1990PTC005341,SATYAM MARBLES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-03-90,Rajasthan,1500000,1498000,1100,"Agriculture, hunting and related service activities","129,130 RIICO INDUSTRIAL AREA, SHAHPURA, JAIPUR , Unclassified RJ 303103",RoC-Jaipur,rakeshshahpura0121@gmail.com,31-03-20,31-03-20
U01100RJ1993PTC007296,SPECTRA SEEDS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-03-93,Rajasthan,1000000,1000000,1100,"Agriculture, hunting and related service activities","F-21 PHASE-II, BOROUAID JODHPUR , Unclassified RJ 342005",RoC-Jaipur,pratima_biofuels@rediffmail.com,31-03-20,31-03-20
U01100RJ1995PTC009749,BOTHRA BIOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-03-95,Rajasthan,5000000,4607000,1100,"Agriculture, hunting and related service activities","1997, PITALIYON KA CHOWK, JOHARI BAZAR, JAIPUR , Jaipur Unclassified RJ 302003",RoC-Jaipur,bothrabiotech@gmail.com,31-03-20,31-03-20
U01100RJ1996PTC011504,NAGDIWALA FINANCE AND LEASING PVT LTD,Active,Private,Company limited by Shares,Non-govt company,31-01-96,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","C-144, MANGAL MARG,BAPU NAGAR, JAIPUR BAPU NAGAR, JAIPUR JAIPUR , Unclassified RJ 302015",RoC-Jaipur,scjainjpr@gmail.com,31-03-20,31-03-20
U01100RJ1997PLC013233,PINKCITY RESORTS LIMITED,Active,Public,Company limited by Shares,Non-govt company,03-02-97,Rajasthan,5000000,502000,1100,"Agriculture, hunting and related service activities","395, NARNOLI MANSION SANGANERI GATE JAIPUR , Unclassified RJ 302003",RoC-Jaipur,narnolioffice@gmail.com,31-03-20,31-03-20
U01100RJ1997PTC023786,M. R. GUPTA COMMODITES PVT LTD,Converted to LLP,Private,Company limited by Shares,Non-govt company,29-09-97,Rajasthan,2000000,1934500,1100,"Agriculture, hunting and related service activities","103, ARIHANT TOWER OPP. TELEPHONE EXCHANGE, SANGANERI GATE JAIPUR , Unclassified RJ 302003",Unclassified,mrgupta01@yahoo.co.in,31-03-19,31-03-19
U01100RJ2004PTC018860,ARAVALI CONCRETE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-01-04,Rajasthan,600000,490000,1100,"Agriculture, hunting and related service activities","38, SHOPPING CENTRE,KOTA KOTA KOTA , Unclassified RJ 000000",RoC-Jaipur,acpl_p_ltd@yahoo.co.in,31-03-20,31-03-20
U01100RJ2005PTC021385,SAVERA AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-10-05,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","620, VITH FLOOR , VAIBHAV COMPLEX VAISHALI NAGAR, JAIPUR , Unclassified RJ 302021",RoC-Jaipur,palani@keemaya.in,31-03-20,31-03-20
U01100RJ2007PTC024387,BALAJIKRIPA AGRO PROCESSORS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,11-05-07,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","K-55-A Mahaveer Nagar Vistar, Durgapura Jaipur , Jaipur Unclassified RJ 302018",RoC-Jaipur,navalsharma008@gmail.com,31-03-20,31-03-20
U01100RJ2008PTC025919,MEADOWS GREEN FRESH FARMS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,15-02-08,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","D-35, FIRST FLOOR, PATRAKAR COLONY JAIPUR , Unclassified RJ 302004",RoC-Jaipur,info@destinationsindia.in,31-03-20,31-03-20
U01100RJ2008PTC026695,BVISHAL AGRITECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-06-08,Rajasthan,500000,220000,1100,"Agriculture, hunting and related service activities","15 RAGHUKUL UIT PLOTS BEHIND GUMANPURA POLICE STATION JHALAWAR ROAD KOTA , Unclassified RJ 324007",RoC-Jaipur,bvc_ca@yahoo.com,31-03-20,31-03-20
U01100RJ2010PTC031186,RESPONSE AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-03-10,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","203, NAND PLAZA HAWA SARAK JAIPUR , Unclassified RJ 302019",RoC-Jaipur,kunwar.man@gmail.com,31-03-20,31-03-20
U01100RJ2010PTC032066,DATA ENCLAVE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-10,Rajasthan,12500000,100000,1100,"Agriculture, hunting and related service activities","Station Road, Durgapura, Jaipur , Jaipur Unclassified RJ 302018",RoC-Jaipur,accounts@dataceramics.co.in,31-03-20,31-03-20
U01100RJ2010PTC032598,GAURAV VEGPRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-08-10,Rajasthan,10000000,100000,1100,"Agriculture, hunting and related service activities","Station Road, Durgapura, Jaipur , Jaipur Unclassified RJ 302018",RoC-Jaipur,accounts@dataceramics.co.in,31-03-20,31-03-20
U01100RJ2010PTC032720,GULLU MAL GULACHI LAL DEVELOPERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-09-10,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","395, NARNOLI MANSION SANGANERI GATE JAIPUR , Unclassified RJ 302001",RoC-Jaipur,narnolioffice@gmail.com,31-03-20,31-03-20
U01100RJ2010PTC033275,ARPAN NUTRITION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-11-10,Rajasthan,2500000,110000,1100,"Agriculture, hunting and related service activities","37, SUSHIL NAGAR, RAILWAY COLONY BGKT NEW PALI ROAD JODHPUR , Unclassified RJ 342001",RoC-Jaipur,vijayscorpo@gmail.com,31-03-20,31-03-20
U01100RJ2011PTC034190,VISHALGARG INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-02-11,Rajasthan,5000000,5000000,1100,"Agriculture, hunting and related service activities","F - 378, INFRONT OF BHAMASHAH KRISHI UPAJ MANDI, INDRAPRASTHA INDUSTRIAL AREA KOTA , Unclassified RJ 324005",RoC-Jaipur,rukmanidevigarg@gmail.com,31-03-20,31-03-20
U01100RJ2011PTC034325,TELESTIC AGRI SCIENCES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-02-11,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-2, PHASE III RIICO INDUSTRIAL AREA, JHALAWAR , Unclassified RJ 326001",RoC-Jaipur,telesticagrisciences@gmail.com,31-03-20,31-03-20
U01100RJ2011PTC035412,HEM DAIRY AND FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-06-11,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","F 302-303 , AGRO FOOD PARK UDHYOG VIHAR SRIGANGANAGAR , Unclassified RJ 335001",RoC-Jaipur,sushilekta7779@gmail.com,31-03-20,31-03-20
U01100RJ2011PTC035972,RUKMANI DEVI GARG AGRO AMPEX PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,26-07-11,Rajasthan,1000000,180000,1100,"Agriculture, hunting and related service activities","P-7, BHAMASHAH MANDI ANANTPURA KOTA , Kota Unclassified RJ 324005",RoC-Jaipur,rukmanidevigarg@gmail.com,31-03-20,31-03-20
U01100RJ2012PTC038067,DREAM KREATIONS INTERNATIONAL PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-02-12,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","119, KESHAV VIHAR GOPAL PURA BYE PASS JAIPUR , Unclassified RJ 302015",RoC-Jaipur,MPK927@GMAIL.COM,31-03-15,31-03-15
U01100RJ2012PTC039049,KAVASSU HYBRID BIOSEEDS ANDBIOFERTILIZER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-05-12,Rajasthan,2500000,100000,1100,"Agriculture, hunting and related service activities","C-88, CAPITAL HOUSE SHYAM MARG, SHASTRI NAGAR JAIPUR , Unclassified RJ 302016",RoC-Jaipur,ocrd@shalimartar.com,31-03-20,31-03-20
U01100RJ2012PTC039956,GOVIND AGROFIN PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-08-12,Rajasthan,60000000,60000000,1100,"Agriculture, hunting and related service activities","PLOT NO. 167 STADIUM SHOPPING CENTRE JODHPUR , Jodhpur Unclassified RJ 342001",RoC-Jaipur,ssprgaimpex@gmail.com,31-03-20,31-03-20
U01100RJ2013PTC042081,SAROJ AGRI FOOD OIL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-04-13,Rajasthan,4000000,100000,1100,"Agriculture, hunting and related service activities","KHASARA NO.268 VILLAGE ALANIYA, TEHSIL LAADPURA KOTA , Kota Unclassified RJ 326518",RoC-Jaipur,sarojagrifoodoilpltd@rediffmail.com,31-03-20,31-03-20
U01100RJ2013PTC044045,TAROOSH COSMETICS PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,11-10-13,Rajasthan,250000,160000,1100,"Agriculture, hunting and related service activities","52/3, 1st Floor, Gaya Guru Ki Gali, Brahmpuri Jaipur , Jaipur Unclassified RJ 302002",RoC-Jaipur,tarooshcos@rediffmail.com,31-03-20,31-03-20
U01100RJ2014PTC045831,ACMECUB FARM VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-06-14,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","S2, V CUBE LAVENDER, PLOT NUMBER 166A VISHVESARIYA NAGAR, TRIVENI NAGAR, GOPALPURA BYPASS JAIPUR , Jaipur Unclassified RJ 302018",RoC-Jaipur,KESHAVMD@GMAIL.COM,31-03-19,31-03-19
U01100RJ2014PTC046019,IRAJ FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-08-14,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","8-D, NEW FATEHPURA UDAIPUR , Udaipur Unclassified RJ 313004",RoC-Jaipur,info@khetanmarbles.com,31-03-20,31-03-20
U01100RJ2014PTC046020,IRAJGAJANAN GREENS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-08-14,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","8-D, NEW FATEHPURA UDAIPUR , Udaipur Unclassified RJ 313004",RoC-Jaipur,info@khetanmarbles.com,31-03-20,31-03-20
U01100RJ2016FTC074151,AST INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Subsidiary of Foreign Company,03-08-16,Rajasthan,5000000,3269000,1100,"Agriculture, hunting and related service activities","Plot No. C-22, 2nd Floor, 22 Godam RIICO Industrial Area, Jaipur , Jaipur Unclassified RJ 302006",RoC-Jaipur,anujdym@gmail.com,31-03-20,31-03-20
U01100RJ2016OPC054755,RC SEEDS & BIOPESTICIDES (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,26-04-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","KHANYA ROAD BASSI CHITTORGARH , Chittorgarh Unclassified RJ 312022",RoC-Jaipur,RCAGROTECH77@GMAIL.COM,NA,NA
U01100RJ2016OPC055724,GREENAPPLE AGROPROCESSING (OPC) PRIVATELIMITED,Strike Off,Private(One Person Company),Company limited by Shares,Non-govt company,11-08-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. 52-A,VINAYAK VIHAR DADU DAYAL NAGAR,MUHANA MANDI JAIPUR , Jaipur Unclassified RJ 302020",RoC-Jaipur,itr4s1926@gmail.com,31-03-18,31-03-18
U01100RJ2016PLC056565,GARVITH ORGANIC FARMS LIMITED,Active,Public,Company limited by Shares,Non-govt company,20-12-16,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","Plot No 170, Vivek Vihar , Jagatpura Jaipur , Jaipur Unclassified RJ 302019",RoC-Jaipur,MUKESHBGOYAL@GMAIL.COM,31-03-19,31-03-19
U01100RJ2016PTC054712,PNMG AGRO CONSULTANCY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-04-16,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","Shop No. 19 Near Railway Gate Jaipur , Jaipur Unclassified RJ 302006",RoC-Jaipur,pnmgagroconsultancy@gmail.com,NA,NA
U01100RJ2016PTC054716,KHUSHRAJ AGRO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-04-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","Khushraj Agro Products Chak 1 GSM, Village Gheghra Tehsil Chattargarh , Bikaner Unclassified RJ 334021",RoC-Jaipur,rg@prrsaar.com,31-03-20,31-03-20
U01100RJ2016PTC054816,GHUSHMESHWAR AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,02-05-16,Rajasthan,500000,263500,1100,"Agriculture, hunting and related service activities","ISARDA SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 322704",RoC-Jaipur,ghushmeshwarfpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC054823,NAGESWAR MAHADEV KISAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-05-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","H. No. 554, R/o Village- Ratadiya, Tehsil- Anta, Distt.- Baran Ratadiya , Baran Unclassified RJ 325202",RoC-Jaipur,yogendra.kumar@isapindia.org,31-03-19,31-03-18
U01100RJ2016PTC054894,LAKHWESHWAR KISAAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,11-05-16,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","A SHOP, KAMOLAR, BAPAWAR, TH.-SANGOD, KOTA , Kota Unclassified RJ 325601",RoC-Jaipur,ca.mancpg@gmail.com,NA,NA
U01100RJ2016PTC054910,LASDAWAN AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-05-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","BHADESAR ROAD, GALI NO. 2, NEW ABADI, VILLAGE LASDAWN, TEHSIL NIMBAHERA CHITTORGARH , Chittorgarh Unclassified RJ 312601",RoC-Jaipur,joshi.jitendra80@gmail.com,NA,NA
U01100RJ2016PTC054932,AHORE SMALL FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,13-05-16,Rajasthan,2000000,520500,1100,"Agriculture, hunting and related service activities","MORU UMEDPUR JALORE , Jalore Unclassified RJ 307030",RoC-Jaipur,jagdish0407@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC054982,PACHALA AGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,20-05-16,Rajasthan,500000,328300,1100,"Agriculture, hunting and related service activities","VILLAGE RIJODHA UNIYARA TONK , Tonk Unclassified RJ 304023",RoC-Jaipur,pachulafpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC054991,GANGAPUR CITY KISHAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,20-05-16,Rajasthan,500000,105500,1100,"Agriculture, hunting and related service activities","0, JALOKHEDA JAIPUR ROAD, GANGAPUR CITY , Sawai Madhopur Unclassified RJ 322201",RoC-Jaipur,gangapurcityfpo@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055009,KAILADEVI PRAGATISHEEL KISAN PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-05-16,Rajasthan,1000000,526000,1100,"Agriculture, hunting and related service activities","VILLAGE RAJORE, POST-RAJORE TH. KARAULI KARAULI , Karauli Unclassified RJ 322243",RoC-Jaipur,kailadevifpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055011,LUNI AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-16,Rajasthan,1500000,431520,1100,"Agriculture, hunting and related service activities","S/O LAXMAN RAM R/O GOLIYA DIST JODHPUR , Jodhpur Unclassified RJ 342027",RoC-Jaipur,luniagro1991@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055020,CHOMU VEG AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-16,Rajasthan,500000,385700,1100,"Agriculture, hunting and related service activities","D.I. KRISHI FARM, ANATPURA VIA JAITPURA CHOMU JAIPUR , Jaipur Unclassified RJ 303704",RoC-Jaipur,chomufpo@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055051,MANDORE AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-05-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/o GANGA RAM S/O MANGLA RAM DHONDO KA BASS MANDORE JODHPUR , Jodhpur Unclassified RJ 342027",RoC-Jaipur,mandoreagrofpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055052,JAITARAN AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-05-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/O BALU RAM S/O SHIV RAM JAT, VILLAGE FALKA, TH. JAITARAN PALI , Pali Unclassified RJ 306301",RoC-Jaipur,bhooraramjchoudhary@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055102,NATURE GAINFUL AGRO FOODS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,31-05-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","2/227, Keshov Nagar Rajasthan Housing Board Hanumangarh , Hanumangarh Unclassified RJ 335512",RoC-Jaipur,rocllp9@gmail.com,NA,NA
U01100RJ2016PTC055121,BASERI KISAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-06-16,Rajasthan,500000,470500,1100,"Agriculture, hunting and related service activities","C/O VINOD KUMAR S/O VIJENDRA DHOBI VILLAGE MAMODHAN DHOLPUR , Dholpur Unclassified RJ 328022",RoC-Jaipur,bkpc22fpo@gmail.com,31-03-18,31-03-18
U01100RJ2016PTC055141,JIND BABA FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,02-06-16,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","A SHOP, NEAR GOVT. PRIMARY SCHOOL, CHATRPURA, MANGROL, SISWALI, TEHSIL- SANGOD, BARAN , Baran Unclassified RJ 325601",RoC-Jaipur,ca.mancpg@gmail.com,NA,NA
U01100RJ2016PTC055152,MACHKUND DHAM KISAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-06-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/O GOPAL SINGH JAT S/O NEK RAM JAT VILLAGE NAGLA BHAGAT, POST SARANI KHEDA DHOLPUR , Dholpur Unclassified RJ 328030",RoC-Jaipur,machkund.dlp11@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055169,JAKHAM KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,07-06-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","Village Barawarda, Tehsil Pratapgarh Pratapgarh , Udaipur Unclassified RJ 312604",RoC-Jaipur,skjatiya@gmail.com,NA,NA
U01100RJ2016PTC055183,SARONIYA SANTRA KISAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-16,Rajasthan,500000,107500,1100,"Agriculture, hunting and related service activities","C/O BAPU LAL S/O MAYA RAM VILLAGE SARONIYA, TH. PIRAWA JHALAWAR , Jhalawar Unclassified RJ 326034",RoC-Jaipur,saroniya.santrafpo@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055185,PACHWARA AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-16,Rajasthan,500000,187200,1100,"Agriculture, hunting and related service activities","JAGDISH PRASAD S/O MUL CHAND SHARMA KALOOWAS, TEHSIL LALSOT DIST DAUSA , Dausa Unclassified RJ 303505",RoC-Jaipur,pachwaraagroproducer01@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055186,VASUDEVSANTRA KISAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/O KAILASH CHAND DANGI S/O NAND RAM DANGI VILLAGE GARDEN KHEDI, TH. PIRAWA JHALAWAR , Jhalawar Unclassified RJ 326513",RoC-Jaipur,vasudevsantrakishanproducercom@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055191,ANTAKISAN AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-16,Rajasthan,500000,470000,1100,"Agriculture, hunting and related service activities","C/O MOHD. KHALIL S/O NIHAL AHMED CAD CIRCLE STATION ROAD, ANTA BARAN , Unclassified RJ 325206",RoC-Jaipur,mohdkhalil8272@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055217,BHADER KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,13-06-16,Rajasthan,1000000,50000,1100,"Agriculture, hunting and related service activities","Kanti lal Dama VILLAGE BIROTHI, TEHSIL JHADOL udaipur , Udaipur Unclassified RJ 313906",RoC-Jaipur,sunilsinghal_co@rediffmail.com,31-03-20,31-03-20
U01100RJ2016PTC055231,KOTKHAWDA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,14-06-16,Rajasthan,500000,195800,1100,"Agriculture, hunting and related service activities","C/O KANHAIYA LAL S/O SHANKAR LAL, ANIYALI DHANI WARD NO.17, VILLAGE KOTKHAWDA, TH. CHAKSU JAIPUR , Jaipur Unclassified RJ 303908",RoC-Jaipur,fpokotkhawda@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055254,PRIYESH IMPEX PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-16,Rajasthan,5000000,300000,1100,"Agriculture, hunting and related service activities","1ST FLOOR, P-7 BHAMASHAH MANDI, ANANTPURA KOTA , Kota Unclassified RJ 324005",RoC-Jaipur,rukmanidevigarg@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055258,SHANTINATH FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-16,Rajasthan,500000,216000,1100,"Agriculture, hunting and related service activities","C/O NARAYAN LAL CHOUDHARY S/O RAGHUNATH CHOUDHARY MAIN MARKET, BAGRA ROAD JALORE , Jalore Unclassified RJ 343025",RoC-Jaipur,shantinath.jalore@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055286,OSIAN ZEERA PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-06-16,Rajasthan,500000,315300,1100,"Agriculture, hunting and related service activities","C/O RANJIT SINGH S/O BHAWANI SINGH VILLAGE NEWARA GAON, TH. OSIAN JODHPUR , Jodhpur Unclassified RJ 342305",RoC-Jaipur,ajay.ojha51288@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055317,TODESHWAR KISHAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,23-06-16,Rajasthan,1000000,505700,1100,"Agriculture, hunting and related service activities","JAICHAND PURA JAMWA RAMGARH JAIPUR , Rajsamand Unclassified RJ 302028",RoC-Jaipur,shyamsingh0114@gmail.com,31-03-19,31-03-19
U01100RJ2016PTC055319,LAWAN KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,23-06-16,Rajasthan,500000,448500,1100,"Agriculture, hunting and related service activities","C/O LALLU PRASAD SHARMA S/O BADRI NARAYAN SHARMA VILLAGE DUGARWATA, TH. LAWAN DAUSA , Dausa Unclassified RJ 303004",RoC-Jaipur,lawanagrofpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055331,HARITSANKALP AGRO KISAN PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,27-06-16,Rajasthan,1000000,508900,1100,"Agriculture, hunting and related service activities","C/O DEEP CHAND PANCHAL S/O KALYAN SAHAI PANCHAL VILLAGE TUNGA, TH. BASSI JAIPUR , Jaipur Unclassified RJ 303302",RoC-Jaipur,haritsankalpfpo.tunga@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055353,JAIDHANLAXMI KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,28-06-16,Rajasthan,500000,95400,1100,"Agriculture, hunting and related service activities","PIPALI (A) TEH. RISHABDEV UDAIPUR , Udaipur Unclassified RJ 313805",RoC-Jaipur,pushpa.kalal@ymail.com,31-03-20,31-03-20
U01100RJ2016PTC055354,KRISHNAKRIPA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,28-06-16,Rajasthan,500000,99750,1100,"Agriculture, hunting and related service activities","MUMANPURA DELANA TH. RISHABHDEV, DIST. UDAIPUR UDAIPUR , Udaipur Unclassified RJ 313802",RoC-Jaipur,vidhya.1993devi@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055361,BANYAN ROOTS ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-06-16,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","257, Chankyapuri, Sector-4, Udaipur , Udaipur Unclassified RJ 313002",RoC-Jaipur,rohiitjain@gmail.com,31-03-20,31-03-20
